hotel,district,season,sentiment,topic,reviews_count
Клевер Удачи,Нижегородский,Лето,POSITIVE,Комфорт/шум,2
Клевер Удачи,Нижегородский,Лето,POSITIVE,Расположение,6
Клевер Удачи,Нижегородский,Лето,POSITIVE,Сервис,2
Клевер Удачи,Нижегородский,Лето,POSITIVE,Чистота,1
Клевер Удачи,Нижегородский,Осень,NEGATIVE,Чистота,2
Клевер Удачи,Нижегородский,Осень,NEUTRAL,Комфорт/шум,1
Клевер Удачи,Нижегородский,Осень,NEUTRAL,Сервис,1
Клевер Удачи,Нижегородский,Осень,POSITIVE,Комфорт/шум,1
Клевер Удачи,Нижегородский,Осень,POSITIVE,Расположение,3
Клевер Удачи,Нижегородский,Осень,POSITIVE,Чистота,1
Ключ,Нижегородский,Весна,NEUTRAL,Сервис,1
Ключ,Нижегородский,Весна,POSITIVE,Еда,1
Ключ,Нижегородский,Весна,POSITIVE,Сервис,3
Ключ,Нижегородский,Зима,NEGATIVE,Чистота,1
Ключ,Нижегородский,Зима,NEUTRAL,Еда,1
Ключ,Нижегородский,Зима,NEUTRAL,Чистота,1
Ключ,Нижегородский,Зима,POSITIVE,Еда,3
Ключ,Нижегородский,Зима,POSITIVE,Сервис,4
Ключ,Нижегородский,Зима,POSITIVE,Цена,1
Ключ,Нижегородский,Зима,POSITIVE,Чистота,1
Ключ,Нижегородский,Лето,NEGATIVE,Еда,1
Ключ,Нижегородский,Лето,NEGATIVE,Сервис,1
Ключ,Нижегородский,Лето,NEUTRAL,Комфорт/шум,2
Ключ,Нижегородский,Лето,NEUTRAL,Расположение,3
Ключ,Нижегородский,Лето,POSITIVE,Еда,5
Ключ,Нижегородский,Лето,POSITIVE,Расположение,1
Ключ,Нижегородский,Лето,POSITIVE,Сервис,6
Ключ,Нижегородский,Осень,NEGATIVE,Сервис,1
Ключ,Нижегородский,Осень,NEUTRAL,Еда,1
Ключ,Нижегородский,Осень,NEUTRAL,Комфорт/шум,1
Ключ,Нижегородский,Осень,NEUTRAL,Чистота,1
Ключ,Нижегородский,Осень,POSITIVE,Еда,2
Ключ,Нижегородский,Осень,POSITIVE,Сервис,2
Князь,Московский,Весна,NEGATIVE,Еда,1
Князь,Московский,Весна,NEUTRAL,Сервис,1
Князь,Московский,Весна,POSITIVE,Сервис,1
Князь,Московский,Зима,NEUTRAL,Еда,1
Князь,Московский,Зима,NEUTRAL,Сервис,2
Князь,Московский,Зима,NEUTRAL,Чистота,2
Князь,Московский,Зима,POSITIVE,Комфорт/шум,1
Князь,Московский,Зима,POSITIVE,Расположение,1
Князь,Московский,Зима,POSITIVE,Сервис,5
Князь,Московский,Лето,NEGATIVE,Комфорт/шум,1
Князь,Московский,Лето,NEUTRAL,Комфорт/шум,2
Князь,Московский,Лето,NEUTRAL,Расположение,3
Князь,Московский,Лето,NEUTRAL,Цена,1
Князь,Московский,Лето,NEUTRAL,Чистота,1
Князь,Московский,Лето,POSITIVE,Сервис,5
Князь,Московский,Лето,POSITIVE,Чистота,2
Князь,Московский,Осень,NEGATIVE,Чистота,1
Князь,Московский,Осень,NEUTRAL,Еда,1
Князь,Московский,Осень,NEUTRAL,Цена,1
Князь,Московский,Осень,POSITIVE,Сервис,3
Князь,Московский,Осень,POSITIVE,Чистота,1
Комфорт плюс,Нижегородский,Весна,POSITIVE,Сервис,1
Комфорт плюс,Нижегородский,Лето,POSITIVE,Расположение,1
Кристалл,Канавинский,Весна,NEGATIVE,Расположение,1
Кристалл,Канавинский,Весна,NEGATIVE,Сервис,2
Кристалл,Канавинский,Весна,NEUTRAL,Еда,1
Кристалл,Канавинский,Весна,NEUTRAL,Комфорт/шум,1
Кристалл,Канавинский,Весна,NEUTRAL,Расположение,1
Кристалл,Канавинский,Весна,NEUTRAL,Цена,1
Кристалл,Канавинский,Весна,NEUTRAL,Чистота,2
Кристалл,Канавинский,Весна,POSITIVE,Сервис,2
Кристалл,Канавинский,Весна,POSITIVE,Чистота,1
Кристалл,Канавинский,Зима,NEGATIVE,Сервис,1
Кристалл,Канавинский,Зима,NEUTRAL,Комфорт/шум,1
Кристалл,Канавинский,Зима,NEUTRAL,Расположение,2
Кристалл,Канавинский,Зима,NEUTRAL,Сервис,1
Кристалл,Канавинский,Зима,POSITIVE,Сервис,1
Кристалл,Канавинский,Зима,POSITIVE,Чистота,1
Кристалл,Канавинский,Лето,NEGATIVE,Расположение,1
Кристалл,Канавинский,Лето,NEGATIVE,Сервис,1
Кристалл,Канавинский,Лето,NEGATIVE,Чистота,2
Кристалл,Канавинский,Лето,NEUTRAL,Комфорт/шум,2
Кристалл,Канавинский,Лето,NEUTRAL,Расположение,1
Кристалл,Канавинский,Лето,NEUTRAL,Сервис,3
Кристалл,Канавинский,Лето,NEUTRAL,Чистота,2
Кристалл,Канавинский,Лето,POSITIVE,Расположение,1
Кристалл,Канавинский,Лето,POSITIVE,Сервис,2
Кристалл,Канавинский,Лето,POSITIVE,Цена,1
Кристалл,Канавинский,Осень,POSITIVE,Комфорт/шум,2
Кристалл,Канавинский,Осень,POSITIVE,Сервис,1
Кристалл,Канавинский,Осень,POSITIVE,Чистота,1
Лесной квартал,Нижегородский,Весна,NEUTRAL,Еда,1
Лесной квартал,Нижегородский,Весна,NEUTRAL,Комфорт/шум,1
Лесной квартал,Нижегородский,Весна,NEUTRAL,Расположение,1
Лесной квартал,Нижегородский,Весна,POSITIVE,Еда,3
Лесной квартал,Нижегородский,Весна,POSITIVE,Сервис,1
Лесной квартал,Нижегородский,Зима,NEGATIVE,Комфорт/шум,1
Лесной квартал,Нижегородский,Зима,POSITIVE,Еда,5
Лесной квартал,Нижегородский,Зима,POSITIVE,Комфорт/шум,2
Лесной квартал,Нижегородский,Зима,POSITIVE,Расположение,1
Лесной квартал,Нижегородский,Зима,POSITIVE,Сервис,1
Лесной квартал,Нижегородский,Зима,POSITIVE,Чистота,1
Лесной квартал,Нижегородский,Лето,POSITIVE,Еда,1
Лесной квартал,Нижегородский,Лето,POSITIVE,Расположение,1
Лесной квартал,Нижегородский,Лето,POSITIVE,Сервис,1
Лесной квартал,Нижегородский,Лето,POSITIVE,Чистота,3
Лесной квартал,Нижегородский,Осень,NEGATIVE,Wi‑Fi/интернет,1
Лесной квартал,Нижегородский,Осень,NEGATIVE,Еда,1
Лесной квартал,Нижегородский,Осень,NEUTRAL,Wi‑Fi/интернет,1
Лесной квартал,Нижегородский,Осень,POSITIVE,Еда,1
Лесной квартал,Нижегородский,Осень,POSITIVE,Чистота,1
Лофт Холл у Кремля,Нижегородский,Весна,POSITIVE,Расположение,1
Лофт Холл у Кремля,Нижегородский,Весна,POSITIVE,Чистота,1
Лофт Холл у Кремля,Нижегородский,Зима,POSITIVE,Расположение,1
Лофт Холл у Кремля,Нижегородский,Лето,POSITIVE,Расположение,2
Лофт Холл у Кремля,Нижегородский,Осень,POSITIVE,Расположение,1
Майский сад,Канавинский,Весна,POSITIVE,Комфорт/шум,1
Майский сад,Канавинский,Весна,POSITIVE,Расположение,1
Майский сад,Канавинский,Зима,NEUTRAL,Еда,1
Майский сад,Канавинский,Зима,NEUTRAL,Комфорт/шум,1
Майский сад,Канавинский,Зима,POSITIVE,Еда,2
Майский сад,Канавинский,Зима,POSITIVE,Расположение,3
Майский сад,Канавинский,Зима,POSITIVE,Сервис,1
Майский сад,Канавинский,Зима,POSITIVE,Чистота,1
Майский сад,Канавинский,Лето,NEGATIVE,Комфорт/шум,1
Майский сад,Канавинский,Лето,NEUTRAL,Комфорт/шум,1
Майский сад,Канавинский,Лето,NEUTRAL,Расположение,1
Майский сад,Канавинский,Лето,NEUTRAL,Сервис,1
Майский сад,Канавинский,Лето,NEUTRAL,Чистота,1
Майский сад,Канавинский,Лето,POSITIVE,Еда,3
Майский сад,Канавинский,Лето,POSITIVE,Комфорт/шум,3
Майский сад,Канавинский,Лето,POSITIVE,Расположение,2
Майский сад,Канавинский,Лето,POSITIVE,Сервис,3
Майский сад,Канавинский,Лето,POSITIVE,Чистота,4
Майский сад,Канавинский,Осень,NEUTRAL,Расположение,1
Майский сад,Канавинский,Осень,NEUTRAL,Цена,1
Майский сад,Канавинский,Осень,NEUTRAL,Чистота,1
Майский сад,Канавинский,Осень,POSITIVE,Комфорт/шум,2
Майский сад,Канавинский,Осень,POSITIVE,Расположение,1
Майский сад,Канавинский,Осень,POSITIVE,Сервис,3
Майский сад,Канавинский,Осень,POSITIVE,Чистота,2
МаксРоял,Ленинский,Весна,NEGATIVE,Комфорт/шум,1
МаксРоял,Ленинский,Весна,POSITIVE,Расположение,1
МаксРоял,Ленинский,Весна,POSITIVE,Сервис,1
МаксРоял,Ленинский,Зима,NEGATIVE,Цена,1
МаксРоял,Ленинский,Зима,POSITIVE,Расположение,1
МаксРоял,Ленинский,Лето,NEGATIVE,Расположение,2
МаксРоял,Ленинский,Лето,NEGATIVE,Сервис,1
МаксРоял,Ленинский,Лето,NEGATIVE,Чистота,1
МаксРоял,Ленинский,Лето,NEUTRAL,Еда,1
МаксРоял,Ленинский,Лето,NEUTRAL,Расположение,2
МаксРоял,Ленинский,Лето,NEUTRAL,Сервис,5
МаксРоял,Ленинский,Лето,NEUTRAL,Чистота,5
МаксРоял,Ленинский,Лето,POSITIVE,Еда,4
МаксРоял,Ленинский,Лето,POSITIVE,Комфорт/шум,1
МаксРоял,Ленинский,Лето,POSITIVE,Сервис,1
МаксРоял,Ленинский,Лето,POSITIVE,Чистота,7
МаксРоял,Ленинский,Осень,NEGATIVE,Расположение,1
МаксРоял,Ленинский,Осень,NEUTRAL,Еда,1
МаксРоял,Ленинский,Осень,NEUTRAL,Сервис,1
МаксРоял,Ленинский,Осень,NEUTRAL,Чистота,1
МаксРоял,Ленинский,Осень,POSITIVE,Комфорт/шум,2
МаксРоял,Ленинский,Осень,POSITIVE,Сервис,1
МаксРоял,Ленинский,Осень,POSITIVE,Чистота,1
Марко,Нижегородский,Весна,NEUTRAL,Сервис,1
Марко,Нижегородский,Весна,POSITIVE,Еда,1
Марко,Нижегородский,Весна,POSITIVE,Чистота,2
Марко,Нижегородский,Зима,NEGATIVE,Еда,1
Марко,Нижегородский,Зима,NEUTRAL,Еда,1
Марко,Нижегородский,Зима,NEUTRAL,Чистота,1
Марко,Нижегородский,Зима,POSITIVE,Чистота,2
Марко,Нижегородский,Лето,NEGATIVE,Цена,1
Марко,Нижегородский,Лето,NEUTRAL,Еда,1
Марко,Нижегородский,Лето,NEUTRAL,Комфорт/шум,1
Марко,Нижегородский,Лето,NEUTRAL,Расположение,1
Марко,Нижегородский,Лето,POSITIVE,Еда,2
Марко,Нижегородский,Лето,POSITIVE,Комфорт/шум,1
Марко,Нижегородский,Лето,POSITIVE,Расположение,6
Марко,Нижегородский,Лето,POSITIVE,Чистота,1
Марко,Нижегородский,Осень,NEGATIVE,Еда,1
Марко,Нижегородский,Осень,NEUTRAL,Еда,2
Марко,Нижегородский,Осень,NEUTRAL,Комфорт/шум,1
Марко,Нижегородский,Осень,NEUTRAL,Расположение,1
Марко,Нижегородский,Осень,NEUTRAL,Сервис,2
Марко,Нижегородский,Осень,NEUTRAL,Чистота,1
Марко,Нижегородский,Осень,POSITIVE,Расположение,2
Марко,Нижегородский,Осень,POSITIVE,Сервис,4
Марко,Нижегородский,Осень,POSITIVE,Чистота,4
Марлен,Сормовский,Весна,NEGATIVE,Еда,1
Марлен,Сормовский,Весна,NEGATIVE,Расположение,1
Марлен,Сормовский,Весна,NEGATIVE,Чистота,1
Марлен,Сормовский,Весна,NEUTRAL,Чистота,4
Марлен,Сормовский,Весна,POSITIVE,Цена,1
Марлен,Сормовский,Весна,POSITIVE,Чистота,1
Марлен,Сормовский,Зима,NEUTRAL,Комфорт/шум,1
Марлен,Сормовский,Зима,NEUTRAL,Расположение,1
Марлен,Сормовский,Зима,NEUTRAL,Сервис,2
Марлен,Сормовский,Зима,NEUTRAL,Цена,1
Марлен,Сормовский,Зима,NEUTRAL,Чистота,1
Марлен,Сормовский,Зима,POSITIVE,Расположение,1
Марлен,Сормовский,Зима,POSITIVE,Цена,1
Марлен,Сормовский,Зима,POSITIVE,Чистота,3
Марлен,Сормовский,Лето,NEUTRAL,Еда,1
Марлен,Сормовский,Лето,NEUTRAL,Сервис,3
Марлен,Сормовский,Лето,NEUTRAL,Чистота,2
Марлен,Сормовский,Лето,POSITIVE,Расположение,1
Марлен,Сормовский,Лето,POSITIVE,Чистота,2
Марлен,Сормовский,Осень,NEGATIVE,Чистота,1
Марлен,Сормовский,Осень,NEUTRAL,Еда,1
Марлен,Сормовский,Осень,NEUTRAL,Расположение,1
Марлен,Сормовский,Осень,NEUTRAL,Сервис,1
Марлен,Сормовский,Осень,NEUTRAL,Цена,1
Марлен,Сормовский,Осень,POSITIVE,Сервис,1
Марлен,Сормовский,Осень,POSITIVE,Цена,1
Марлен,Сормовский,Осень,POSITIVE,Чистота,2
Мартон ОКА,Московский,Зима,POSITIVE,Сервис,2
Мартон ОКА,Московский,Лето,NEGATIVE,Сервис,1
Мартон ОКА,Московский,Лето,NEGATIVE,Чистота,3
Мартон ОКА,Московский,Лето,NEUTRAL,Еда,1
Мартон ОКА,Московский,Лето,NEUTRAL,Расположение,4
Мартон ОКА,Московский,Лето,NEUTRAL,Сервис,5
Мартон ОКА,Московский,Лето,NEUTRAL,Чистота,5
Мартон ОКА,Московский,Лето,POSITIVE,Еда,1
Мартон ОКА,Московский,Лето,POSITIVE,Расположение,1
Мартон ОКА,Московский,Лето,POSITIVE,Сервис,5
Мартон ОКА,Московский,Лето,POSITIVE,Чистота,2
Мартон ОКА,Московский,Осень,NEGATIVE,Еда,2
Мартон ОКА,Московский,Осень,NEGATIVE,Расположение,1
Мартон ОКА,Московский,Осень,NEUTRAL,Сервис,2
Мартон ОКА,Московский,Осень,NEUTRAL,Чистота,1
Мартон ОКА,Московский,Осень,POSITIVE,Еда,1
Мартон ОКА,Московский,Осень,POSITIVE,Комфорт/шум,1
Мартон ОКА,Московский,Осень,POSITIVE,Чистота,3
Машина избушка,Канавинский,Весна,NEGATIVE,Расположение,1
Машина избушка,Канавинский,Весна,NEGATIVE,Чистота,1
Машина избушка,Канавинский,Весна,NEUTRAL,Еда,1
Машина избушка,Канавинский,Зима,NEGATIVE,Расположение,1
Машина избушка,Канавинский,Зима,NEGATIVE,Сервис,1
Машина избушка,Канавинский,Зима,NEUTRAL,Комфорт/шум,1
Машина избушка,Канавинский,Зима,NEUTRAL,Сервис,1
Машина избушка,Канавинский,Зима,POSITIVE,Сервис,1
Машина избушка,Канавинский,Лето,NEGATIVE,Сервис,1
Машина избушка,Канавинский,Лето,NEUTRAL,Комфорт/шум,2
Машина избушка,Канавинский,Лето,POSITIVE,Сервис,2
Машина избушка,Канавинский,Лето,POSITIVE,Чистота,4
Машина избушка,Канавинский,Осень,NEGATIVE,Сервис,1
Машина избушка,Канавинский,Осень,NEGATIVE,Чистота,2
Машина избушка,Канавинский,Осень,NEUTRAL,Сервис,1
Машина избушка,Канавинский,Осень,NEUTRAL,Цена,1
Машина избушка,Канавинский,Осень,POSITIVE,Сервис,4
Машина избушка,Канавинский,Осень,POSITIVE,Чистота,1
Маяк,Сормовский,Весна,NEGATIVE,Комфорт/шум,1
Маяк,Сормовский,Весна,NEGATIVE,Сервис,1
Маяк,Сормовский,Весна,NEUTRAL,Расположение,1
Маяк,Сормовский,Весна,POSITIVE,Сервис,3
Маяк,Сормовский,Весна,POSITIVE,Чистота,1
Маяк,Сормовский,Зима,NEUTRAL,Расположение,1
Маяк,Сормовский,Зима,POSITIVE,Еда,1
Маяк,Сормовский,Зима,POSITIVE,Сервис,4
Маяк,Сормовский,Лето,NEGATIVE,Комфорт/шум,1
Маяк,Сормовский,Лето,NEUTRAL,Комфорт/шум,1
Маяк,Сормовский,Лето,NEUTRAL,Расположение,2
Маяк,Сормовский,Лето,POSITIVE,Расположение,1
Маяк,Сормовский,Лето,POSITIVE,Сервис,7
Маяк,Сормовский,Лето,POSITIVE,Цена,2
Маяк,Сормовский,Лето,POSITIVE,Чистота,3
Маяк,Сормовский,Осень,NEGATIVE,Сервис,1
Маяк,Сормовский,Осень,NEUTRAL,Сервис,1
Маяк,Сормовский,Осень,NEUTRAL,Чистота,1
Маяк,Сормовский,Осень,POSITIVE,Сервис,4
Международный аэропорт имени В. П. Чкалова,Автозаводский,Весна,POSITIVE,Сервис,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Зима,NEGATIVE,Чистота,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Зима,NEUTRAL,Расположение,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Зима,POSITIVE,Сервис,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,NEUTRAL,Еда,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,NEUTRAL,Цена,2
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,POSITIVE,Расположение,3
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,POSITIVE,Сервис,2
Международный аэропорт имени В. П. Чкалова,Автозаводский,Лето,POSITIVE,Чистота,2
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,NEUTRAL,Еда,3
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,NEUTRAL,Чистота,3
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,POSITIVE,Расположение,1
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,POSITIVE,Сервис,3
Международный аэропорт имени В. П. Чкалова,Автозаводский,Осень,POSITIVE,Чистота,2
Мини Отель на Сергиевской 13,Канавинский,Весна,NEUTRAL,Расположение,1
Мини Отель на Сергиевской 13,Канавинский,Весна,POSITIVE,Расположение,1
Мини Отель на Сергиевской 13,Канавинский,Зима,NEGATIVE,Сервис,1
Мини Отель на Сергиевской 13,Канавинский,Зима,NEUTRAL,Сервис,1
Мини Отель на Сергиевской 13,Канавинский,Лето,NEGATIVE,Комфорт/шум,1
Мини Отель на Сергиевской 13,Канавинский,Лето,NEUTRAL,Еда,1
Мини Отель на Сергиевской 13,Канавинский,Лето,NEUTRAL,Комфорт/шум,1
Мини Отель на Сергиевской 13,Канавинский,Лето,NEUTRAL,Цена,1
Мини Отель на Сергиевской 13,Канавинский,Лето,NEUTRAL,Чистота,3
Мини Отель на Сергиевской 13,Канавинский,Лето,POSITIVE,Еда,1
Мини Отель на Сергиевской 13,Канавинский,Лето,POSITIVE,Комфорт/шум,3
Мини Отель на Сергиевской 13,Канавинский,Лето,POSITIVE,Сервис,2
Мини Отель на Сергиевской 13,Канавинский,Осень,NEUTRAL,Сервис,1
Мини Отель на Сергиевской 13,Канавинский,Осень,NEUTRAL,Цена,1
Мона Лиза,Сормовский,Весна,NEGATIVE,Чистота,1
Мона Лиза,Сормовский,Весна,NEUTRAL,Расположение,2
Мона Лиза,Сормовский,Весна,NEUTRAL,Чистота,1
Мона Лиза,Сормовский,Весна,POSITIVE,Расположение,1
Мона Лиза,Сормовский,Весна,POSITIVE,Сервис,3
Мона Лиза,Сормовский,Зима,NEGATIVE,Сервис,1
Мона Лиза,Сормовский,Зима,NEUTRAL,Еда,3
Мона Лиза,Сормовский,Зима,NEUTRAL,Сервис,1
Мона Лиза,Сормовский,Зима,NEUTRAL,Цена,1
Мона Лиза,Сормовский,Зима,POSITIVE,Комфорт/шум,1
Мона Лиза,Сормовский,Зима,POSITIVE,Расположение,1
Мона Лиза,Сормовский,Зима,POSITIVE,Сервис,2
Мона Лиза,Сормовский,Зима,POSITIVE,Чистота,4
Мона Лиза,Сормовский,Лето,NEGATIVE,Сервис,1
Мона Лиза,Сормовский,Лето,NEGATIVE,Чистота,1
Мона Лиза,Сормовский,Лето,NEUTRAL,Расположение,3
Мона Лиза,Сормовский,Лето,POSITIVE,Расположение,2
Мона Лиза,Сормовский,Лето,POSITIVE,Сервис,4
Мона Лиза,Сормовский,Лето,POSITIVE,Чистота,1
Мона Лиза,Сормовский,Осень,NEGATIVE,Сервис,2
Мона Лиза,Сормовский,Осень,NEGATIVE,Чистота,1
Мона Лиза,Сормовский,Осень,NEUTRAL,Комфорт/шум,1
Мона Лиза,Сормовский,Осень,NEUTRAL,Чистота,1
Мона Лиза,Сормовский,Осень,POSITIVE,Еда,1
Мона Лиза,Сормовский,Осень,POSITIVE,Комфорт/шум,1
Мона Лиза,Сормовский,Осень,POSITIVE,Сервис,4
Московская,Московский,Весна,NEUTRAL,Еда,1
Московская,Московский,Весна,POSITIVE,Еда,2
Московская,Московский,Весна,POSITIVE,Сервис,2
Московская,Московский,Весна,POSITIVE,Чистота,3
Московская,Московский,Зима,NEGATIVE,Расположение,1
Московская,Московский,Зима,NEGATIVE,Сервис,1
Московская,Московский,Зима,NEUTRAL,Еда,1
Московская,Московский,Зима,POSITIVE,Расположение,1
Московская,Московский,Зима,POSITIVE,Сервис,2
Московская,Московский,Зима,POSITIVE,Цена,1
Московская,Московский,Лето,NEGATIVE,Еда,1
Московская,Московский,Лето,NEGATIVE,Расположение,1
Московская,Московский,Лето,NEGATIVE,Сервис,3
Московская,Московский,Лето,NEUTRAL,Еда,1
Московская,Московский,Лето,NEUTRAL,Сервис,1
Московская,Московский,Лето,NEUTRAL,Чистота,1
Московская,Московский,Лето,POSITIVE,Еда,2
Московская,Московский,Лето,POSITIVE,Комфорт/шум,1
Московская,Московский,Лето,POSITIVE,Расположение,3
Московская,Московский,Лето,POSITIVE,Сервис,2
Московская,Московский,Лето,POSITIVE,Чистота,2
Московская,Московский,Осень,NEGATIVE,Еда,1
Московская,Московский,Осень,NEGATIVE,Чистота,1
Московская,Московский,Осень,NEUTRAL,Еда,2
Московская,Московский,Осень,NEUTRAL,Чистота,2
Московская,Московский,Осень,POSITIVE,Сервис,4
Московская,Московский,Осень,POSITIVE,Чистота,2
Надежда,Московский,Весна,NEGATIVE,Еда,1
Надежда,Московский,Весна,NEGATIVE,Сервис,1
Надежда,Московский,Весна,NEUTRAL,Сервис,1
Надежда,Московский,Весна,NEUTRAL,Цена,1
Надежда,Московский,Весна,POSITIVE,Сервис,4
Надежда,Московский,Зима,NEGATIVE,Wi‑Fi/интернет,1
Надежда,Московский,Зима,NEGATIVE,Сервис,1
Надежда,Московский,Зима,POSITIVE,Сервис,3
Надежда,Московский,Зима,POSITIVE,Чистота,2
Надежда,Московский,Лето,NEGATIVE,Еда,1
Надежда,Московский,Лето,NEGATIVE,Сервис,1
Надежда,Московский,Лето,NEUTRAL,Еда,1
Надежда,Московский,Лето,NEUTRAL,Комфорт/шум,1
Надежда,Московский,Лето,NEUTRAL,Расположение,1
Надежда,Московский,Лето,NEUTRAL,Сервис,1
Надежда,Московский,Лето,NEUTRAL,Чистота,3
Надежда,Московский,Лето,POSITIVE,Еда,1
Надежда,Московский,Лето,POSITIVE,Комфорт/шум,1
Надежда,Московский,Лето,POSITIVE,Расположение,1
Надежда,Московский,Лето,POSITIVE,Сервис,2
Надежда,Московский,Осень,NEUTRAL,Сервис,2
Надежда,Московский,Осень,NEUTRAL,Чистота,3
Надежда,Московский,Осень,POSITIVE,Расположение,1
Надежда,Московский,Осень,POSITIVE,Сервис,3
Надежда,Московский,Осень,POSITIVE,Чистота,2
Нижний,Канавинский,Зима,NEUTRAL,Еда,1
Нижний,Канавинский,Зима,NEUTRAL,Комфорт/шум,1
Нижний,Канавинский,Зима,NEUTRAL,Чистота,1
Нижний,Канавинский,Зима,POSITIVE,Еда,1
Нижний,Канавинский,Зима,POSITIVE,Сервис,2
Нижний,Канавинский,Лето,NEGATIVE,Чистота,1
Нижний,Канавинский,Лето,NEUTRAL,Комфорт/шум,2
Нижний,Канавинский,Лето,NEUTRAL,Расположение,2
Нижний,Канавинский,Лето,NEUTRAL,Чистота,1
Нижний,Канавинский,Лето,POSITIVE,Еда,1
Нижний,Канавинский,Лето,POSITIVE,Расположение,5
Нижний,Канавинский,Лето,POSITIVE,Сервис,1
Нижний,Канавинский,Осень,NEUTRAL,Комфорт/шум,1
Нижний,Канавинский,Осень,NEUTRAL,Сервис,3
Нижний,Канавинский,Осень,NEUTRAL,Цена,1
Нижний,Канавинский,Осень,POSITIVE,Еда,5
Нижний,Канавинский,Осень,POSITIVE,Комфорт/шум,2
Нижний,Канавинский,Осень,POSITIVE,Расположение,3
Нижний,Канавинский,Осень,POSITIVE,Сервис,6
Нижний,Канавинский,Осень,POSITIVE,Чистота,6
Никитин,Канавинский,Весна,POSITIVE,Сервис,1
Никитин,Канавинский,Зима,POSITIVE,Еда,1
Никитин,Канавинский,Зима,POSITIVE,Сервис,3
Никитин,Канавинский,Зима,POSITIVE,Чистота,1
Никитин,Канавинский,Лето,NEUTRAL,Чистота,1
Никитин,Канавинский,Лето,POSITIVE,Еда,2
Никитин,Канавинский,Лето,POSITIVE,Расположение,4
Никитин,Канавинский,Лето,POSITIVE,Сервис,5
Никитин,Канавинский,Лето,POSITIVE,Цена,1
Никитин,Канавинский,Осень,NEUTRAL,Расположение,1
Никитин,Канавинский,Осень,NEUTRAL,Сервис,2
Никитин,Канавинский,Осень,POSITIVE,Еда,4
Никитин,Канавинский,Осень,POSITIVE,Комфорт/шум,1
Никитин,Канавинский,Осень,POSITIVE,Расположение,3
Никитин,Канавинский,Осень,POSITIVE,Сервис,9
Никитин,Канавинский,Осень,POSITIVE,Чистота,2
Николь,Нижегородский,Весна,NEUTRAL,Чистота,1
Николь,Нижегородский,Зима,NEGATIVE,Чистота,1
Николь,Нижегородский,Зима,NEUTRAL,Комфорт/шум,1
Николь,Нижегородский,Зима,NEUTRAL,Расположение,1
Николь,Нижегородский,Зима,NEUTRAL,Чистота,1
Николь,Нижегородский,Зима,POSITIVE,Расположение,2
Николь,Нижегородский,Зима,POSITIVE,Чистота,2
Николь,Нижегородский,Лето,NEUTRAL,Еда,1
Николь,Нижегородский,Лето,NEUTRAL,Сервис,1
Николь,Нижегородский,Лето,NEUTRAL,Чистота,1
Николь,Нижегородский,Лето,POSITIVE,Еда,2
Николь,Нижегородский,Лето,POSITIVE,Комфорт/шум,1
Николь,Нижегородский,Лето,POSITIVE,Расположение,2
Николь,Нижегородский,Лето,POSITIVE,Сервис,5
Николь,Нижегородский,Лето,POSITIVE,Чистота,5
Николь,Нижегородский,Осень,NEGATIVE,Сервис,1
Николь,Нижегородский,Осень,NEUTRAL,Расположение,4
Николь,Нижегородский,Осень,NEUTRAL,Сервис,1
Николь,Нижегородский,Осень,NEUTRAL,Чистота,1
Николь,Нижегородский,Осень,POSITIVE,Еда,2
Николь,Нижегородский,Осень,POSITIVE,Расположение,5
Николь,Нижегородский,Осень,POSITIVE,Сервис,1
Николь,Нижегородский,Осень,POSITIVE,Чистота,1
Норатон,Канавинский,Весна,NEGATIVE,Комфорт/шум,1
Норатон,Канавинский,Весна,NEGATIVE,Расположение,1
Норатон,Канавинский,Весна,NEUTRAL,Сервис,1
Норатон,Канавинский,Весна,POSITIVE,Расположение,1
Норатон,Канавинский,Весна,POSITIVE,Сервис,2
Норатон,Канавинский,Весна,POSITIVE,Чистота,1
Норатон,Канавинский,Зима,NEUTRAL,Комфорт/шум,1
Норатон,Канавинский,Зима,POSITIVE,Еда,1
Норатон,Канавинский,Зима,POSITIVE,Чистота,3
Норатон,Канавинский,Лето,NEGATIVE,Еда,1
Норатон,Канавинский,Лето,NEGATIVE,Комфорт/шум,1
Норатон,Канавинский,Лето,NEUTRAL,Еда,1
Норатон,Канавинский,Лето,NEUTRAL,Комфорт/шум,1
Норатон,Канавинский,Лето,NEUTRAL,Расположение,1
Норатон,Канавинский,Лето,NEUTRAL,Сервис,2
Норатон,Канавинский,Лето,NEUTRAL,Чистота,1
Норатон,Канавинский,Лето,POSITIVE,Еда,1
Норатон,Канавинский,Лето,POSITIVE,Сервис,3
